date,admin2,market,category,commodity,pricetype,price
#date,#adm2+name,#loc+market+name,#item+type,#item+name,#item+price+type,#value
2016-05-15,Kilifi,Kilifi,pulses and nuts,Beans (dry),Retail,86.0
2016-05-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,28.86
2016-05-15,Mombasa,Mombasa,cereals and tubers,Maize (white),Wholesale,2651.0
2016-05-15,Mombasa,Mombasa,pulses and nuts,Beans,Wholesale,55.73
2016-05-15,Mombasa,Mombasa,pulses and nuts,Beans (dry),Wholesale,6148.0
2016-05-15,Tana River,Hola (Tana River),cereals and tubers,Maize (white),Retail,41.67
2016-05-15,Kitui,Kitui,cereals and tubers,Maize (white),Retail,28.0
2016-05-15,Kitui,Kitui,cereals and tubers,Potatoes (Irish),Wholesale,3500.0
2016-05-15,Kitui,Kitui,cereals and tubers,Sorghum,Wholesale,3600.0
2016-05-15,Kitui,Kitui,pulses and nuts,Beans (dry),Retail,72.0
2016-05-15,Marsabit,Marsabit,cereals and tubers,Maize (white),Retail,43.0
2016-05-15,Nairobi,Nairobi,cereals and tubers,Bread,Retail,48.0
2016-05-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,30.81
2016-05-15,Nairobi,Nairobi,cereals and tubers,Maize (white),Wholesale,2651.0
2016-05-15,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),Wholesale,2835.0
2016-05-15,Nairobi,Nairobi,cereals and tubers,Sorghum,Wholesale,3498.0
2016-05-15,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",Retail,50.0
2016-05-15,Nairobi,Nairobi,non-food,Fuel (diesel),Retail,71.34
2016-05-15,Nairobi,Nairobi,non-food,Fuel (kerosene),Retail,47.96
2016-05-15,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),Retail,85.14
2016-05-15,Nairobi,Nairobi,oil and fats,Oil (vegetable),Retail,185.0
2016-05-15,Nairobi,Nairobi,pulses and nuts,Beans (dry),Wholesale,5940.0
2016-05-15,Garissa,Garissa,cereals and tubers,Maize (white),Retail,51.0
2016-05-15,Mandera,Mandera,cereals and tubers,Maize (white),Retail,65.0
2016-05-15,Kisumu,Kisumu,cereals and tubers,Maize,Wholesale,32.3
2016-05-15,Kisumu,Kisumu,cereals and tubers,Maize (white),Wholesale,3200.0
2016-05-15,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),Wholesale,3480.0
2016-05-15,Kisumu,Kisumu,cereals and tubers,Sorghum,Wholesale,3200.0
2016-05-15,Kisumu,Kisumu,pulses and nuts,Beans,Wholesale,70.58
2016-05-15,Kisumu,Kisumu,pulses and nuts,Beans (dry),Wholesale,8000.0
2016-05-15,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),Retail,43.0
2016-05-15,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),Retail,97.0
2016-05-15,Kajiado,Kajiado,cereals and tubers,Maize (white),Retail,47.0
2016-05-15,Kajiado,Kajiado,pulses and nuts,Beans (dry),Retail,83.0
2016-05-15,Nakuru,Nakuru,cereals and tubers,Maize,Wholesale,26.53
2016-05-15,Nakuru,Nakuru,cereals and tubers,Maize (white),Wholesale,2525.0
2016-05-15,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),Wholesale,4100.0
2016-05-15,Nakuru,Nakuru,cereals and tubers,Sorghum,Wholesale,2825.0
2016-05-15,Nakuru,Nakuru,pulses and nuts,Beans,Wholesale,50.87
2016-05-15,Nakuru,Nakuru,pulses and nuts,Beans (dry),Wholesale,6125.0
2016-05-15,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),Retail,84.0
2016-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,27.93
2016-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),Wholesale,2600.0
2016-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),Wholesale,1730.0
2016-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,Wholesale,4950.0
2016-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,Wholesale,70.82
2016-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),Wholesale,8100.0
2016-06-15,Kilifi,Kilifi,cereals and tubers,Maize (white),Retail,44.0
2016-06-15,Kilifi,Kilifi,pulses and nuts,Beans (dry),Retail,83.0
2016-06-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,29.85
2016-06-15,Mombasa,Mombasa,cereals and tubers,Maize (white),Wholesale,2670.0
2016-06-15,Mombasa,Mombasa,pulses and nuts,Beans,Wholesale,59.76
2016-06-15,Mombasa,Mombasa,pulses and nuts,Beans (dry),Wholesale,6154.0
2016-06-15,Tana River,Hola (Tana River),cereals and tubers,Maize (white),Retail,41.7
2016-06-15,Kitui,Kitui,cereals and tubers,Maize (white),Retail,28.0
2016-06-15,Kitui,Kitui,cereals and tubers,Potatoes (Irish),Wholesale,2800.0
2016-06-15,Kitui,Kitui,cereals and tubers,Sorghum,Wholesale,4500.0
2016-06-15,Kitui,Kitui,pulses and nuts,Beans (dry),Retail,73.0
2016-06-15,Marsabit,Marsabit,cereals and tubers,Maize (white),Retail,43.9
2016-06-15,Nairobi,Nairobi,cereals and tubers,Bread,Retail,48.0
2016-06-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,32.18
2016-06-15,Nairobi,Nairobi,cereals and tubers,Maize (white),Wholesale,2484.0
2016-06-15,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),Wholesale,2635.0
2016-06-15,Nairobi,Nairobi,cereals and tubers,Sorghum,Wholesale,3354.0
2016-06-15,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",Retail,50.0
2016-06-15,Nairobi,Nairobi,non-food,Fuel (diesel),Retail,74.69
2016-06-15,Nairobi,Nairobi,non-food,Fuel (kerosene),Retail,59.01
2016-06-15,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),Retail,87.07
2016-06-15,Nairobi,Nairobi,oil and fats,Oil (vegetable),Retail,185.0
2016-06-15,Nairobi,Nairobi,pulses and nuts,Beans (dry),Wholesale,5823.0
2016-06-15,Garissa,Garissa,cereals and tubers,Maize (white),Retail,60.0
2016-06-15,Mandera,Mandera,cereals and tubers,Maize (white),Retail,66.0
2016-06-15,Kisumu,Kisumu,cereals and tubers,Maize,Wholesale,35.0
2016-06-15,Kisumu,Kisumu,cereals and tubers,Maize (white),Wholesale,3200.0
2016-06-15,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),Wholesale,3550.0
2016-06-15,Kisumu,Kisumu,cereals and tubers,Sorghum,Wholesale,3200.0
2016-06-15,Kisumu,Kisumu,pulses and nuts,Beans,Wholesale,65.29
2016-06-15,Kisumu,Kisumu,pulses and nuts,Beans (dry),Wholesale,7380.0
2016-06-15,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),Retail,39.0
2016-06-15,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),Retail,90.0
2016-06-15,Kajiado,Kajiado,cereals and tubers,Maize (white),Retail,45.0
2016-06-15,Kajiado,Kajiado,pulses and nuts,Beans (dry),Retail,80.0
2016-06-15,Nakuru,Nakuru,cereals and tubers,Maize,Wholesale,27.08
2016-06-15,Nakuru,Nakuru,cereals and tubers,Maize (white),Wholesale,2400.0
2016-06-15,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),Wholesale,4200.0
2016-06-15,Nakuru,Nakuru,cereals and tubers,Sorghum,Wholesale,2700.0
2016-06-15,Nakuru,Nakuru,pulses and nuts,Beans,Wholesale,51.52
2016-06-15,Nakuru,Nakuru,pulses and nuts,Beans (dry),Wholesale,5250.0
2016-06-15,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),Retail,75.0
2016-06-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,29.21
2016-06-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),Wholesale,2600.0
2016-06-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),Wholesale,1421.0
2016-06-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,Wholesale,4950.0
2016-06-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,Wholesale,67.06
2016-06-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),Wholesale,8100.0
2016-07-15,Kilifi,Kilifi,cereals and tubers,Maize (white),Retail,40.0
2016-07-15,Kilifi,Kilifi,pulses and nuts,Beans (dry),Retail,89.0
2016-07-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,31.94
2016-07-15,Mombasa,Mombasa,cereals and tubers,Maize (white),Wholesale,2729.38
2016-07-15,Mombasa,Mombasa,pulses and nuts,Beans,Wholesale,55.9
2016-07-15,Mombasa,Mombasa,pulses and nuts,Beans (dry),Wholesale,5978.38
2016-07-15,Tana River,Hola (Tana River),cereals and tubers,Maize (white),Retail,49.54
2016-07-15,Kitui,Kitui,cereals and tubers,Maize (white),Retail,31.0
2016-07-15,Kitui,Kitui,cereals and tubers,Potatoes (Irish),Wholesale,3150.0
2016-07-15,Kitui,Kitui,cereals and tubers,Sorghum,Wholesale,4050.0
2016-07-15,Kitui,Kitui,pulses and nuts,Beans (dry),Retail,75.0
2016-07-15,Marsabit,Marsabit,cereals and tubers,Maize (white),Retail,42.4
2016-07-15,Nairobi,Nairobi,cereals and tubers,Bread,Retail,50.0
2016-07-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,31.96
2016-07-15,Nairobi,Nairobi,cereals and tubers,Maize (white),Wholesale,2661.5
2016-07-15,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),Wholesale,2552.81
2016-07-15,Nairobi,Nairobi,cereals and tubers,Sorghum,Wholesale,3178.38
2016-07-15,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",Retail,52.0
2016-07-15,Nairobi,Nairobi,non-food,Fuel (diesel),Retail,83.24
2016-07-15,Nairobi,Nairobi,non-food,Fuel (kerosene),Retail,61.45
2016-07-15,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),Retail,92.93
2016-07-15,Nairobi,Nairobi,oil and fats,Oil (vegetable),Retail,180.0
2016-07-15,Nairobi,Nairobi,pulses and nuts,Beans (dry),Wholesale,6232.69
2016-07-15,Garissa,Garissa,cereals and tubers,Maize (white),Retail,50.0
2016-07-15,Mandera,Mandera,cereals and tubers,Maize (white),Retail,66.0
2016-07-15,Kisumu,Kisumu,cereals and tubers,Maize,Wholesale,34.98
2016-07-15,Kisumu,Kisumu,cereals and tubers,Maize (white),Wholesale,3200.0
2016-07-15,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),Wholesale,3371.25
2016-07-15,Kisumu,Kisumu,cereals and tubers,Sorghum,Wholesale,3200.0
2016-07-15,Kisumu,Kisumu,pulses and nuts,Beans,Wholesale,64.97
2016-07-15,Kisumu,Kisumu,pulses and nuts,Beans (dry),Wholesale,7400.0
2016-07-15,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),Retail,41.0
2016-07-15,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),Retail,103.0
2016-07-15,Kajiado,Kajiado,cereals and tubers,Maize (white),Retail,44.0
2016-07-15,Kajiado,Kajiado,pulses and nuts,Beans (dry),Retail,80.0
2016-07-15,Nakuru,Nakuru,cereals and tubers,Maize,Wholesale,28.77
2016-07-15,Nakuru,Nakuru,cereals and tubers,Maize (white),Wholesale,2620.0
2016-07-15,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),Wholesale,3737.5
2016-07-15,Nakuru,Nakuru,cereals and tubers,Sorghum,Wholesale,2700.0
2016-07-15,Nakuru,Nakuru,pulses and nuts,Beans,Wholesale,51.02
2016-07-15,Nakuru,Nakuru,pulses and nuts,Beans (dry),Wholesale,5125.0
2016-07-15,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),Retail,75.0
2016-07-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,31.92
2016-07-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),Wholesale,2603.0
2016-07-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),Wholesale,1268.75
2016-07-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,Wholesale,4950.0
2016-07-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,Wholesale,59.84
2016-07-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),Wholesale,7987.5
2016-08-15,Kilifi,Kilifi,cereals and tubers,Maize (white),Retail,39.0
2016-08-15,Kilifi,Kilifi,pulses and nuts,Beans (dry),Retail,88.0
2016-08-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,33.95
2016-08-15,Mombasa,Mombasa,cereals and tubers,Maize (white),Wholesale,3016.0
2016-08-15,Mombasa,Mombasa,pulses and nuts,Beans,Wholesale,55.92
2016-08-15,Mombasa,Mombasa,pulses and nuts,Beans (dry),Wholesale,5884.0
2016-08-15,Tana River,Hola (Tana River),cereals and tubers,Maize (white),Retail,53.45
2016-08-15,Kitui,Kitui,cereals and tubers,Maize (white),Retail,33.0
2016-08-15,Kitui,Kitui,cereals and tubers,Potatoes (Irish),Wholesale,2720.0
2016-08-15,Kitui,Kitui,cereals and tubers,Sorghum,Wholesale,4500.0
2016-08-15,Kitui,Kitui,pulses and nuts,Beans (dry),Retail,78.0
2016-08-15,Marsabit,Marsabit,cereals and tubers,Maize (white),Retail,42.7
2016-08-15,Nairobi,Nairobi,cereals and tubers,Bread,Retail,50.0
2016-08-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,29.96
2016-08-15,Nairobi,Nairobi,cereals and tubers,Maize (white),Wholesale,2889.33
2016-08-15,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),Wholesale,2473.33
2016-08-15,Nairobi,Nairobi,cereals and tubers,Sorghum,Wholesale,3316.0
2016-08-15,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",Retail,53.0
2016-08-15,Nairobi,Nairobi,non-food,Fuel (diesel),Retail,84.51
2016-08-15,Nairobi,Nairobi,non-food,Fuel (kerosene),Retail,62.48
2016-08-15,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),Retail,95.13
2016-08-15,Nairobi,Nairobi,oil and fats,Oil (vegetable),Retail,180.0
2016-08-15,Nairobi,Nairobi,pulses and nuts,Beans (dry),Wholesale,6277.33
2016-08-15,Garissa,Garissa,cereals and tubers,Maize (white),Retail,50.0
2016-08-15,Mandera,Mandera,cereals and tubers,Maize (white),Retail,64.0
2016-08-15,Kisumu,Kisumu,cereals and tubers,Maize,Wholesale,34.95
2016-08-15,Kisumu,Kisumu,cereals and tubers,Maize (white),Wholesale,3200.0
2016-08-15,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),Wholesale,3290.67
2016-08-15,Kisumu,Kisumu,cereals and tubers,Sorghum,Wholesale,3200.0
2016-08-15,Kisumu,Kisumu,pulses and nuts,Beans,Wholesale,64.91
2016-08-15,Kisumu,Kisumu,pulses and nuts,Beans (dry),Wholesale,7200.0
2016-08-15,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),Retail,41.0
2016-08-15,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),Retail,94.0
2016-08-15,Kajiado,Kajiado,cereals and tubers,Maize (white),Retail,44.0
2016-08-15,Kajiado,Kajiado,pulses and nuts,Beans (dry),Retail,83.0
2016-08-15,Nakuru,Nakuru,cereals and tubers,Maize,Wholesale,29.98
2016-08-15,Nakuru,Nakuru,cereals and tubers,Maize (white),Wholesale,2760.0
2016-08-15,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),Wholesale,2828.0
2016-08-15,Nakuru,Nakuru,cereals and tubers,Sorghum,Wholesale,2844.0
2016-08-15,Nakuru,Nakuru,pulses and nuts,Beans,Wholesale,45.94
2016-08-15,Nakuru,Nakuru,pulses and nuts,Beans (dry),Wholesale,5040.0
2016-08-15,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),Retail,69.0
2016-08-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,27.24
2016-08-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),Wholesale,2602.4
2016-08-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),Wholesale,1346.67
2016-08-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,Wholesale,4950.0
2016-08-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,Wholesale,53.11
2016-08-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),Wholesale,7650.0
2016-09-15,Kilifi,Kilifi,cereals and tubers,Maize (white),Retail,42.0
2016-09-15,Kilifi,Kilifi,pulses and nuts,Beans (dry),Retail,88.0
2016-09-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,30.87
2016-09-15,Mombasa,Mombasa,cereals and tubers,Maize (white),Wholesale,3068.0
2016-09-15,Mombasa,Mombasa,pulses and nuts,Beans,Wholesale,63.45
2016-09-15,Mombasa,Mombasa,pulses and nuts,Beans (dry),Wholesale,6236.0
2016-09-15,Tana River,Hola (Tana River),cereals and tubers,Maize (white),Retail,54.0
2016-09-15,Kitui,Kitui,cereals and tubers,Maize (white),Retail,34.0
2016-09-15,Kitui,Kitui,cereals and tubers,Potatoes (Irish),Wholesale,2800.0
2016-09-15,Kitui,Kitui,cereals and tubers,Sorghum,Wholesale,4500.0
2016-09-15,Kitui,Kitui,pulses and nuts,Beans (dry),Retail,73.0
2016-09-15,Marsabit,Marsabit,cereals and tubers,Maize (white),Retail,43.3
2016-09-15,Nairobi,Nairobi,cereals and tubers,Bread,Retail,46.0
2016-09-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,30.01
2016-09-15,Nairobi,Nairobi,cereals and tubers,Maize (white),Wholesale,2945.0
2016-09-15,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),Wholesale,2732.0
2016-09-15,Nairobi,Nairobi,cereals and tubers,Sorghum,Wholesale,3302.0
2016-09-15,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",Retail,48.0
2016-09-15,Nairobi,Nairobi,oil and fats,Oil (vegetable),Retail,178.0
2016-09-15,Nairobi,Nairobi,pulses and nuts,Beans (dry),Wholesale,6087.0
2016-09-15,Garissa,Garissa,cereals and tubers,Maize (white),Retail,50.0
2016-09-15,Mandera,Mandera,cereals and tubers,Maize (white),Retail,46.6
2016-09-15,Kisumu,Kisumu,cereals and tubers,Maize,Wholesale,35.01
2016-09-15,Kisumu,Kisumu,cereals and tubers,Maize (white),Wholesale,3180.0
2016-09-15,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),Wholesale,3328.0
2016-09-15,Kisumu,Kisumu,cereals and tubers,Sorghum,Wholesale,3200.0
2016-09-15,Kisumu,Kisumu,pulses and nuts,Beans,Wholesale,69.31
2016-09-15,Kisumu,Kisumu,pulses and nuts,Beans (dry),Wholesale,7200.0
2016-09-15,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),Retail,37.0
2016-09-15,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),Retail,90.0
2016-09-15,Kajiado,Kajiado,cereals and tubers,Maize (white),Retail,43.0
2016-09-15,Kajiado,Kajiado,pulses and nuts,Beans (dry),Retail,87.0
2016-09-15,Nakuru,Nakuru,cereals and tubers,Maize,Wholesale,29.41
2016-09-15,Nakuru,Nakuru,cereals and tubers,Maize (white),Wholesale,2700.0
2016-09-15,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),Wholesale,3500.0
2016-09-15,Nakuru,Nakuru,cereals and tubers,Sorghum,Wholesale,3100.0
2016-09-15,Nakuru,Nakuru,pulses and nuts,Beans,Wholesale,46.61
2016-09-15,Nakuru,Nakuru,pulses and nuts,Beans (dry),Wholesale,5000.0
2016-09-15,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),Retail,71.0
2016-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,27.34
2016-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),Wholesale,2600.0
2016-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),Wholesale,1521.0
2016-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,Wholesale,4950.0
2016-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,Wholesale,50.88
2016-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),Wholesale,7560.0
2016-10-15,Kilifi,Kilifi,cereals and tubers,Maize (white),Retail,42.0
2016-10-15,Kilifi,Kilifi,pulses and nuts,Beans (dry),Retail,92.0
2016-10-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,32.99
2016-10-15,Mombasa,Mombasa,cereals and tubers,Maize (white),Wholesale,3000.0
2016-10-15,Mombasa,Mombasa,pulses and nuts,Beans,Wholesale,65.98
2016-10-15,Mombasa,Mombasa,pulses and nuts,Beans (dry),Wholesale,6292.5
2016-10-15,Tana River,Hola (Tana River),cereals and tubers,Maize (white),Retail,58.0
